說明高蛋白質含量的食物，當他們溫度越高、加溫時間越長，就產生不好的物質。要減少高溫烹調的時間，少吃肉和加工食品。,3
高蛋白質含量食物在溫度過高、加溫時間越長和直接在火焰下燒烤時可能產生致癌物質，所以建議均衡攝取保健康。,3
高蛋白質含量的食物，在長時間高溫加工製成中會產生異環胺、致癌性高的多環芳香烴的生成，會提高患大腸癌的可能。,3
高蛋白的食物因富含胺基酸和肌酸，在長時間的高溫烹調下會產生致癌性高的多環芳香烴，應避免過量攝取為佳。,3
高蛋白質含量的牛、豬、魚、雞肉，經過高溫家公燒烤或是油炸，會產生致癌的多環芳香烴，因此避免過量攝取肉類。,3
本文主要想要傳遞的訊息是蛋白質含量高的肉類應該要避免高溫烹調的時間過久，最耗的方法還是不要過量的攝取肉類，均衡的飲食才是最好的。,3
高蛋白質含量的食物在高溫烹煮後易產生致癌物質，要避免過量食用，應均衡攝取營養。,3
高蛋白質含量的東西在溫度高的情況下會生成異環胺，甚至會致癌，要盡量避免攝取加工肉類才會更健康。,3
高蛋白質含量的食物，含有胺基酸和肌酸，因此溫度越高、加溫時間越長，融易產生致癌性高的物質，健康的烹調方式才是王道。,3
高蛋白質含量的食物，富含胺基酸和肌酸，在高溫及長時間的烹煮下會產生致癌物質，為了減少此事發生還是要避免攝取。,3
高蛋白的食物若在高溫情況下長時間烹煮可能產生致癌性高的物質，這些物質會破壞DNA，若攝入過多可能會罹患大腸癌。,3
高蛋白質含量的食物富含胺基酸和肌酸，高溫時會產生致癌性高的多環芳香烴，因而致癌，要避免過多攝取。,3
因高蛋白的食物含胺基酸和肌酸，在高溫烹煮時會分解和產生化學物質，可能會導致癌症，因此要避免攝取過量。,3
本文主要提高蛋白質含量的食物如各種肉類，經過高溫烹調可能產生致癌物質。主要告訴我們，不要多吃高溫烹調的食品。,3
料理高蛋白質含量的食物時，要避免在高於150度的溫度烹煮，因高溫產生的異環胺經體內的酵素活化後易致癌。,3
高蛋白質含量的肉類在高溫烹煮時容易產生易致癌的物質，若攝取太多燒烤、油炸的肉類會容易罹患大腸癌。,3
高蛋白含量的食物在高溫烹煮下易產生致癌物質，因此建議減少高溫烹調的時間，同時注意避免過量，均衡飲食。,3
許多的肉類食品中都含有眾多的胺基酸和肌酸，當期加熱超過150度的時候會產生致癌物質應避免食用過多。,3
本文主要訊息為，高蛋白質食物在高熱長時間的家溫下在食用後會跟體內酵素反應，提高致癌風險及提醒民眾健康烹調肉類。,3
因高蛋白質內含量含胺基酸和肌酸，在高於150度的溫度會產生不好的物質，所以要盡量避免過量的攝取。,3
在這則短文中，煮要在傳遞高蛋白質含量的食物在高溫的火焰下直接燒炙會產生致癌性高的多環芳香烴，均衡攝取營養才是健康王道。,3
避免過量攝取燒烤、油炸的肉類食品或加工品，高溫燒炙的蛋白質食物會產生致癌物影響健康，應均衡飲食保持健康。,3
蛋白質在高溫的烹煮下，會產生致癌性高的物質，均衡攝取營養，避免過量攝取肉類及加工食品才是健康王道。,3
高蛋白質含量的食物在火焰下直接燒炙會產生大量的致癌物質，所以要避免食用過多的烤肉或加工食品，均衡飲食保持身體健康。,3
富含蛋白質的食品理含有大量的胺基酸和肌酸，烹煮溫度過高或加熱時間越長，會產生高度致癌物，也可以均衡飲食少點肉類。,3
過度燒炙含高蛋白質的肉類會使其產生致癌性高的物質，本文主只在提醒讀者們避免攝取過量的燒烤、油炸肉類。,3
胺基酸和肌酸在高溫及長時間的烹煮下，更加容易產生致癌性物質，所以應避免過量攝取肉類或其他的加工食品。,3
高蛋白質含量食物在過度高溫、過長加熱時間，在火焰下直接燒炙會產生致癌物異環胺與多環芳香烴，所以應減少攝取燒烤、油炸的肉類。,3
本文想傳達的是高蛋白質中的胺基酸和肌酸會因高溫而產生致癌物，提醒大眾在享用碳烤肉食時注意高溫烹煮時間，避免影響健康。,3
高蛋白質含量的食物，因富含胺基酸和肌酸產生致癌性，烤肉要防止局部過熱、烤焦，要均衡攝取營養。,3
高蛋白質含量的食物在長時間高溫烹煮容易產生致癌物，吃下會提高罹患大腸癌的機會，要避免過量攝取並均衡營養。,3
高溫烹煮高蛋白質的食物易產生致癌物，因此避免攝取過多肉類及加工食品，均衡營養才能維持健康。,3
本文主要傳遞高蛋白質的肉類，在經過高溫以及過長的加溫時間所產生的危害，以及點名均衡攝取營養才是健康王道。,3
高蛋白質含量的食物在長時間的高溫下易產生致癌性高的多環芳香烴，要避免過量攝取肉類或加工食品，營養均衡。,3
食用高蛋白含量的肉類在經過長時間的高溫加熱後，會形成異環胺和多環芳香烴等致癌物，建議不要食用過多肉或長時間高溫烹調。,3
蛋白質遇高溫會產生致癌物質，應避免食用過量的加工肉品、長時間以高溫，降低罹癌之風險。,3
高蛋白質含量的食物因富含胺基酸和肌酸，在高溫時會分解或變性而產生異環胺。烤肉亦提高罹患大腸癌風險，應均衡攝取營養。,3
蛋白質受高溫會產生致癌物質，因此要避免長時間的高溫烹煮與減少燒烤、油炸肉類的攝取，均衡飲食才是健康王道。,3
長時間在高溫加工製成的煙燻肉品，可能具有較大量的異環胺以及多環芳香烴，容易致癌，應避免過量攝取。,3
由於含高蛋白質的食物在高溫烹煮時會產生異環胺及多環芳香烴等致癌物質，因此建議國人避免過量攝取烤肉或加工食品。,3
高蛋白質含量的食物不宜長時間高溫烹煮，以免產生過多的異環胺和多環芳香烴，導致罹患大腸癌的風險提高。,3
避免過量攝取肉類，蛋白質在高溫下會產生致癌物，會提高罹患大腸癌的風險，要均衡飲食才能健康。,3
高蛋白質含量的食物在高於150度的溫度烹煮易產生致癌物質，避免攝取過多肉類及加工食品或改變料理方式比較健康。,3
蛋白質於一百五十度以上的溫度時會進行分解產生異環胺和多環芳香烴，攝取過量易致癌，肉類應避免高溫烹煮。,3
攝取大量燒烤、油炸的肉類，會提高罹患大腸癌的風險，應避免過量攝取這些食物，均衡攝取營養才是健康王道。,3
高蛋白質含量的食物在火焰下直接燒炙或長時間高溫烹煮的情況易產生致癌物，在攝取肉類或加工食品食應多注意。,3
高溫烹煮出的高蛋白質含量的食物會因長時間在高溫下烹煮而產生高致癌性的物質，因此要避免過量攝取，均衡飲食。,3
經過長期高溫烹煮的高蛋白質含量食物，釋放異環胺及多環芳香烴，經體內消化會因而致癌，應避免過量食用。,3
高蛋白質含量的食物不可加熱太久，容易產生致癌物質，並且誤過量食用加工食品以及肉量，均衡營養才能保持健康。,3
高蛋白質含量的食物於長時間高溫烹煮下易產生對人體有害的物質，因避免長時間高溫烹煮，過量攝取肉、加工食物，均衡營養。,3
肉類經過火焰直接高溫烹調後，容易產生致癌物質，所以要盡量避免吃大量燒烤、油炸的肉類，均衡攝取營養取代過多的肉類。,3
高蛋白質肉品烹煮會產生異環胺，加熱愈久或以火焰進行燒炙會產生致癌性物質，因此要少吃油炸及燒烤，均衡攝取營養。,3
蛋白質在高溫情況都會分解為一些致癌物質，增加罹患大腸癌風險，應避免高溫烹調，且均衡攝取營養才是健康王道。,3
炭烤、燒烤和煙燻肉品大量攝取會容易致癌，因蛋白質分解產生異環胺或多環芳香烴，所以需避免過量攝取。,3
高蛋白質含量的食物因富含胺基酸和肌酸，在高溫烹煮食易產生致癌性高的化學物質。所以因均衡攝取營養，避免過量攝取肉類或加工食品。,3
高蛋白質含量的食物，在高於150度的溫度下烹煮，易提高罹癌的風險，應減少高溫烹調的時間並均衡攝取營養。,3
高蛋白質含量的食物在火焰下直接炙燒容易產生致癌物，最好先用微波爐微坡並均衡攝取營養。,3
高蛋白質含量的食物在高溫烹煮時會產生致癌物，人們應避免攝取過量加工食品和剪稍高溫烹調時間，且應均衡攝取營養。,3
高蛋白質的食物應避免長時間在高溫下烹調，異環胺及多環芳香烴可能致癌，均衡攝取才是健康王道。,3
高蛋白質含量的食物，因富含胺基酸和肌酸，在高溫下燃燒後會產生致癌性高的多環芳香烴，因避免攝取過多肉類。,3
高蛋白食品如果經過溫度高、加溫時間長的烹煮，容易產生致癌物。最好的烹調方式就減少高溫烹調的時間。,3
高蛋白質肉類經高溫加工易產生致癌物質，避免高溫烹煮和過量攝取此類食品才是健康的飲食方式。,3
本文想告訴我們高蛋白質食物加熱加溫越久，產生的致癌物也越多，且致癌性也越高，應少吃且均衡攝取營養。,3
高蛋白質食物在高溫烹煮下會產生致癌物質，會提高罹患大腸癌之風險。要減少此狀況發應避免肉類長時間烹煮。,3
高蛋白質含量之食物如肉類，減少高溫烹煮的時間，可有效減少致癌物質的產生，人們均衡攝取營養。,3
高蛋白質含量的食物，在高於150的溫度烹煮時會產生異環胺甚至是多環芳香烴，將提高致癌率，因避免攝取及均衡飲食。,3
高蛋白質食物高溫加熱後會產生異環胺及多環芳香烴，兩者經酵素分解後易致癌，減少吃烤物和加工物才健康。,3
蛋白質在高溫下會產生異環胺和多環芳香烴，如過量攝取會致癌，所以應避免攝取過多的燒烤食物。,3
高蛋白質經高溫分解產生致癌性高的物質。應避免是肉類長時間於高溫中。均衡攝取營養，才是健康王道。,3
高蛋白質的食物在高溫烹煮時會產生致癌物，所以要避免長時間高溫烹煮，過量攝取此類食物和防止烤肉食局部過熱。,3
高蛋白含量的食物含胺基酸及肌酸，溫度過高導致異環胺的生成進而致癌，中秋烤肉就是如此，減少高溫烹調才是健康。,3
高蛋白含量之食物，經高溫烹煮加熱及特殊酵素代謝活化後，會產生致癌性高的物質，應減少此烹煮方式。,3
高蛋白質含量的食物因含胺基酸和肌酸，在高溫烹煮下會產生異環胺甚至是多環芳香烴這類致癌物，應避免異環胺生成來保障健康。,3
減少高溫烹煮肉類，降低致癌率。不要吃過多肉類與加工食品，要均衡飲食才是維持健康的方法。,3
高蛋白質含量的食物在高於150度的溫度烹煮時，蛋白質會分解或變性產生異環胺，若溫度甚高，可能會產生致癌物，提高大腸癌風險。,3
含高蛋白肉類富含胺基酸和肌酸，高溫烹煮會產生蛋白質變性及分解而有異環胺。此物對人體有害，應避免長時間高溫烹煮。,3
高蛋白質食物，因含胺基酸和肌酸，在高溫烹煮時，會產生異環胺、多環芳香烴，應少吃油炸燒烤，降低癌症風險。,3
含高蛋白質的肉類在高溫下容易產生異環胺甚至產生致癌性高的多環芳香烴。所以要避免過量攝取肉類或加工食品。,3
高蛋白質含量的肉類，因富含胺基酸、肌酸，在高溫烹煮下會使蛋白質變性，產生致癌物質，需避免過量攝取，及均衡攝取營養。,3
高蛋白質的食物因富含胺基酸和肌酸容易在高溫烹煮下產生異環胺和多環芳香烴提高罹癌風險，應避免高溫烹煮也應均衡飲食。,3
高蛋白的食物，因富含胺基酸和肌酸，在高於150度的烹煮下，蛋白質會變性產生異環胺，甚至有高致癌率，因此要避免過量攝取。,3
高蛋白質含量的食物，富含胺基酸和肌酸，在高溫時，蛋白質會變成異環胺，進而提高致癌的風險，在烤肉時要注意肉的料理過程。,3
高蛋白質含量的食物如牛、豬、魚、雞肉，或是高溫加工製成的煙燻肉品，長時間在高溫下烹煮會生成異環胺，若攝取會提高罹患大腸癌的風險。,3
高蛋白質含量的食物，在高於一百五十度的溫度烹煮時，蛋白質會分解或變性。加熱時間越長，致癌的風險越高。,3
含有高蛋白質的肉類，在溫度高於150度烹煮會產生有毒的致癌物-多環芳香烴。若長期攝取容易罹患大腸癌。因此要減少肉類高溫烹調的時間，避免長期飲食才能維持身體健康。,3
高蛋白質食物如牛、豬、魚、雞肉等在高溫的烹調下，會產生致癌物質，在國人的飲食文化下，令國人的患癌風險提升，告訴讀者避免進食過多高溫烹調的肉品，反達健康之道。,3
國度烹煮高蛋白肉類時，會導致更多的異環胺生成，甚至產生致癌性高的多環芳香烴，我們應該要避免過量攝取肉類並注意營養均衡才是健康不二法門。,3
高蛋白質含量的食物含有胺基酸和肌酸，經過高溫烹煮後會產生致癌性的多環芳香烴，為了減少致癌物質產生減少高溫烹調及避免攝取過量肉類及加工食品。,3
肉類富含蛋白質，高溫烹煮會產生異環胺，但這是正常的，長時間高溫炙燒，會產生致癌物，應避免肉類直接接觸火源。,3
異環胺與多環芳香烴的產生可能會致癌，因此我們可以不讓食物直接暴露火中，減少高溫烹煮，避免致癌物的產生。,3
高蛋白含量的食物，含有胺基酸和肌酸，在高溫下會產生異環胺和多環芳香烴，為避免物質生成，應減少高溫烹調的時間。,3
高蛋白質含量的食物在高溫烹煮下且加溫時間越長，易產生致癌性高的物質，所以不推薦吃大量燒烤和炸肉。,3
高蛋白質含量的食物因富含胺基酸和肌酸，因此烹煮時溫度越高，如加熱時間越長、在火焰下直接燒炙都會提高致癌率。,3
高蛋白質含量的食物容易因高溫烹調而產生致癌性物質。哪些食物易有致癌性物質。自己製作時，如何避免致癌性物質產生。,3
高蛋白質含量的食物，在高溫烹煮時容易致癌。燒烤、油炸及煙燻肉品應避免攝取過多，料理肉類盡量減少高溫烹煮時間。,3
日常飲食中，應避免攝取過量的燒烤、炸類及加工食品，否則將會提高致癌的風險，所以為人健康的身體，要均衡營養，少吃肉。,3
高蛋白質食物，因胺基酸和肌酸烹煮時溫度越高時間越長，都會產生越多的致癌物，避免過量吃肉均衡飲養才會健康。,3
含胺基酸和肌酸的食品，長時間在高溫烹煮的情況下，會產生可導致癌症發生的物質，因盡量避免高溫烹煮。,3
高蛋白質含量的食物應避免長時間高溫烹煮，且避免過量攝取肉類或加工食品，要均衡飲食才能健康。,3
高蛋白質含量的食物，如用高於150度的溫度烹煮會讓食物失去原有的營養，溫度越高、加溫時間越高，可能會破壞食物的結構，因而致癌。,3
肉類若在火焰下直接炙烤或加溫時間過長，其中的蛋白質會變直產生對人體有害的物質，所以應盡量避免此舉動。,3
食物會因直接暴露在火焰中或長時間在高溫下烹煮而造成蛋白質分解、變性產生致癌物，因而提高罹癌風險。,3
若攝取大量燒烤、油炸的肉類，會提高罹患大腸癌的風險，避免過量攝取肉類或加工食品，均衡攝取營養，才是健康王道。,2
因為高蛋白質的食物有含胺基酸和肌酸，當在高於150度的溫度烹煮蛋白質會分解產生異環胺，溫度越高、時間越久會導致更多的異環胺生成，所以盡量少攝取肉類或加工食品。,2
高蛋白質的食物，因富含胺基酸和肌酸，不宜在火焰下直接燒炙，會致癌，要均衡攝取營養，才是健康王道。,2
高蛋白質含量的食物越高溫越容易產生致癌物質，為了身體健康，應避免過量攝取肉類、加工食品，例如：燒烤。,2
常吃高溫烹調之高蛋白質含量食物，恐致癌。應避免過量攝取肉類或加工食品，均衡飲食，才是健康的王道。,2
高溫使蛋白質變性，過量的異環胺提升致癌性，少吃肉多吃菜，均衡飲食才健康。,2
高蛋白的食物煮太久會產生致癌物質，避免過量攝取肉類，均衡營養才是健康王道。,2
高蛋白質含量的食物含胺基酸和肌酸，高於一百五十度的溫度時會分解或變性產生異環胺，很多異環胺會產生致癌物，均衡才是王道。,2
這文章主要傳遞我們不要吃太多的燒烤，加工製成的肉品，避免提高罹患大腸癌，所以我們要飲食均衡，才是健康的王道。,2
烹煮食物時，須避免過度烹調以免產生致癌物質，也要避免過量攝取肉類及加工食品，得飲食均衡。,2
一個人攝取大量燒烤、油炸的肉類，會提高罹患大腸癌的風險。要減少異環胺生成，得減少高溫烹調時間，均衡攝取營養。,2
像是肉類的東西不適合烤、煎到烤焦，這樣罹患大腸癌的機率非常高，要減少高溫烹調的時間，均衡攝取營養。,2
高蛋白質含量的牛、豬、魚、雞肉，這兩種物質經特殊代謝活化因而致癌，當然避免過量才是健康王道。,2
蛋白質因高溫烹調易產生變質進而傷害人體，故料理富含蛋白質食物須避免長時間高溫烹煮，同時也要注意營養需均衡。,2
肉類在高於一百五十度的溫度烹煮時，會產生致癌性高且對人體有害的物質，應改變烹調方式及避免經常食用。,2
富有高蛋白質的食物一經高溫烹煮時，會釋放出致癌性物質，所以減少烹煮時間或少量攝取加工肉類才是最健康。,2
這些高蛋白質含量的食物，若大量攝取會提高罹癌風險，應減少長時間的高溫烹煮，可先用微波爐料理，防烤焦。,2
高蛋白質食物高於150度的溫度下會產生異環胺和多環芳香烴，經體內酵素活化後會致癌。可以微波爐料理減少時間防止局部過熱。,2
異環胺和多環芳香烴被體內經特殊的酵素代謝活化後，容易致癌。要減少異環胺的生成，避免攝取肉類或加工食品，才健康。,2
傳遞的是肉類不能在150度的高溫下烹煮，會產生致癌性高的多環芳香烴，所以均衡攝取營養才是健康王道。,2
肉類直接用火焰燒烤或長時間烹煮，會產生異環胺及多環芳香烴等物質，危害身體，建議避免此類方式，且要均衡飲食。,2
主要是在說明高蛋白質的食物會因高溫而導致食物產生致癌性高的物質，也說明了該如何如處理可避免罹癌的風險。,2
肉類高溫烹煮過久易產生有富物質，所以我們要盡量避免過量攝取，且注意營養的均衡。,2
現代人愛吃燒烤的東西，本文是在傳達這類食物對身體有害，所以應該要均衡飲食，才不會造成身體的傷害。,2
攝取大量燒烤油炸的肉類會提高罹患大腸癌的風險，避免過量攝取肉類或加工食品，均衡攝取營養才是健康王道。,2
高蛋白質的食物，在溫度高、加溫時間越長的地方，會增加致癌風險。所以少吃肉類或加工食品均衡飲食，才是健康之道。,2
國人愛吃炭烤，而這些燒烤油炸的肉類，很容易提高罹患大腸癌的風險，避免過量攝取加工食品，均衡攝取營養，才是王道。,2
高蛋白質含量的食物在高於一百五十度時會產生致癌性高的物質，避免攝取過量燒烤肉類才是健康王道。,2
減少高溫烹調的時間；烤肉食要防止局部過熱，避免烤焦。當然避免過量攝取肉類或加工食品，均衡攝取營養，才是健康王道。,2
不要吃燒烤和油炸的肉類，減少高溫烹調的時間，要均衡攝取營養。,2
在烹煮含高蛋白質含量的食物，應避免高於150度的溫度下烹煮，避免過量攝取肉類或加工食品，均衡飲食材是維持健康的辦法。,2
高蛋白質含量的食物在高溫下直接燒炙會產生致癌物質，並且盡量避免攝取肉和加工食品，均衡攝取營養。,2
高蛋白質含量的食物在高溫長時間下，會產生致癌性高的多環芳香烴，所以要避免過量攝取，均衡營養。,2
若攝取大量燒烤、油炸的肉類、會提高罹患大腸癌的風險，避免過量攝取肉類和加工食品，攝取營養才是王道。,2
在高於150度的溫度烹煮時，蛋白質會分解或變性而產生異環胺，甚至產生致癌性高的多環芳香烴，要少吃烤肉。,2
牛豬魚雞都充滿胺基酸和肌酸，但是胺基酸和肌酸在高溫下會致癌，所以少吃直接在火上烹煮的食物。,2
避免肉類直接暴露在火焰或長時間高溫烹煮，因會造成致癌物質而罹癌，也當然避免過量攝取肉類或加工食品。,2
若用高溫烹調會使蛋白質變性，產生對人體有害之物質，所以避免長時間烹調、高溫烹調，少加工之食物，均衡營養才是健康王道。,2
高蛋白的食物經高溫烹煮會產生一些物質，但如果溫度過高、時間太長，變會形成致癌物，因此要避免攝取過量。,2
高蛋白含量食物加熱時，易產生致癌物質，除了調整烹煮方式來避免，最好還是避免過量攝取，均衡飲食最重要。,2
牛、豬、魚、雞肉含高蛋白質，經高溫加熱會產生致癌物質，建議以均衡飲食，避免攝取過量為健康。,2
高溫烹煮的高蛋白質含量食物攝取過多可能會致癌的風險，均衡的飲食才能維護自身的健康。,2
蛋白質經過分加熱後容易致癌，應選擇正確的烹調方法，並注意均衡飲食才能保持健康。,2
高蛋白質含量的食物如果經過長時間的高溫烹煮，會產生對身體不好的化學物質，所以要小心注意並少吃過油的食品。,2
高蛋白質含量的食物在高於攝氏一百五十度的烹煮下，會產生致癌性高的化學物質。因此該注意烹調的時間和過程，保障自己的健康。,2
肉類食物含有胺基酸和肌酸，而這些物質經過高溫會產生致癌物質，因此處理時應減少高溫烹煮並適量攝取。,2
因高蛋白質含量的肉類在一百五十度以上的高溫烹煮時，會產生致癌物；所以應減少烤肉時局部過熱、烤焦，減少加工食品攝取。,2
具有高蛋白質含量的肉類，加熱過度後，易產生致癌性高的物質。因此要避免過量攝取，維持均衡的飲食。,2
經高溫烹煮的高蛋白質含量食物可能會產生致癌物質，減少高溫烹調時間可降低致癌風險，更要避免過量攝取肉類。,2
高蛋白質的食物在１５０°Ｃ加熱???生致癌的異環胺，且其形成的量与加熱溫度?間和是否直接燒炙成正相關關?，故應少吃，,2
本文表明炭烤、燒烤、?燻的肉品中含有致癌性高的物?，應避免?量攝取??食物，要均衡攝取營養。,2
高蛋白食物因富含胺基酸和肌酸，在高溫烹煮下會產生異環胺，加溫時間越長會產生致癌物，均衡飲食才是健康王道。,2
烤肉或一些加工食品會增加罹患大腸癌的風險，因此要避免過量攝取，均衡攝取營養，才能維持身體健康。,2
高蛋白質含量的食物，長時間在高溫以及長時間烹煮下，會產生致癌性高的物質。避免過量攝取，均衡營養才健康。,2
高蛋白質含量高的食物如牛豬雞肉在火下直接考會致癌，提高大腸癌的風險，烤肉別烤焦，均衡攝取營養是健康王道。,2
高溫烹制蛋白質?食品會導致一些致癌物質生成。因此?了保持健康要小心烹調肉?並且注意攝取營養均衡。,2
長時間在高溫下烹煮，或肉類直接暴露在火焰中，會產生較多的異環胺及多環芳香烴。更容易致癌。應避免烤焦，和均衡飲食。,2
高蛋白的食物在溫度過高時烹煮易產生致癌物質。為了健康應避免烤焦或局部過熱。均衡攝取營養，才是王道。,2
說明食材在高溫下，長時間燒炙會產生對身體有害的物質，所以我們應該避免此這烹調方式，養成均衡的飲食習慣才是健康生人之道。,2
過度食用烤肉或高溫加工的肉品會增加致癌風險，健康的烹調手法和飲食均衡才能活得健康。,2
要使得身体健康必須均衡的飲食，以及避免過量攝取肉類或加工食品，長時間高溫烹煮肉類會導致更多異環胺的生成，甚至產生致癌性高的多環芳香烴。,2
高蛋白質含量的食物不可高溫、長時間加熱，否則會產生致癌物質。避免攝入過量肉類或加工食品，均衡飲食。,2
文中指出高蛋白質含量的食物，當溫度越高、加溫時間越長，越會產生致癌物質，應避免攝取過多，並注意均衡飲食。,2
少吃燒烤、長時間加溫的煙燻肉品，因蛋白質在高溫下易分解致癌性高的物質，均衡營養才是最重要的。,2
高蛋白物質在高於150°C的溫度會產生致癌物質，烤肉時應該使肉品均勻受熱避免烤焦，少吃過量肉類或加工食品，均衡飲食。,2
肉類在受到高溫烹煮時，會產生致癌性物質，例如燒烤、油炸等等……避免過度攝取肉類；減少高溫烹煮，且均衡攝取營養。,2
